time,pwm_r,pwm_l
2.631999969482421875e+01,9.055347442626953125e+01,5.944652175903320312e+01
2.632999992370605469e+01,9.055271911621093750e+01,5.944728088378906250e+01
2.634000015258789062e+01,9.055195617675781250e+01,5.944804763793945312e+01
2.634999847412109375e+01,9.055120086669921875e+01,5.944880676269531250e+01
2.635999870300292969e+01,9.055043029785156250e+01,5.944956588745117188e+01
2.636999893188476562e+01,9.054966735839843750e+01,5.945033264160156250e+01
2.637999916076660156e+01,9.054891204833984375e+01,5.945109176635742188e+01
2.638999938964843750e+01,9.054814910888671875e+01,5.945185089111328125e+01
2.639999961853027344e+01,9.054738616943359375e+01,5.945261001586914062e+01
2.640999984741210938e+01,9.054663085937500000e+01,5.945337295532226562e+01
2.642000007629394531e+01,9.054586791992187500e+01,5.945413208007812500e+01
2.643000030517578125e+01,9.054511260986328125e+01,5.945489501953125000e+01
2.643999862670898438e+01,9.054434967041015625e+01,5.945565414428710938e+01
2.644999885559082031e+01,9.054357910156250000e+01,5.945641708374023438e+01
2.645999908447265625e+01,9.054283142089843750e+01,5.945717620849609375e+01
2.646999931335449219e+01,9.054206848144531250e+01,5.945793533325195312e+01
2.647999954223632812e+01,9.054130554199218750e+01,5.945869445800781250e+01
2.648999977111816406e+01,9.054055023193359375e+01,5.945945358276367188e+01
2.650000000000000000e+01,9.053978729248046875e+01,5.946021652221679688e+01
2.651000022888183594e+01,9.053903198242187500e+01,5.946097564697265625e+01
2.651999855041503906e+01,9.053826904296875000e+01,5.946173095703125000e+01
2.652999877929687500e+01,9.053750610351562500e+01,5.946249008178710938e+01
2.653999900817871094e+01,9.053675079345703125e+01,5.946324920654296875e+01
2.654999923706054688e+01,9.053598785400390625e+01,5.946401214599609375e+01
2.655999946594238281e+01,9.053523254394531250e+01,5.946477127075195312e+01
2.656999969482421875e+01,9.053446960449218750e+01,5.946553039550781250e+01
2.657999992370605469e+01,9.053370666503906250e+01,5.946628952026367188e+01
2.659000015258789062e+01,9.053295898437500000e+01,5.946704483032226562e+01
2.659999847412109375e+01,9.053219604492187500e+01,5.946780776977539062e+01
2.660999870300292969e+01,9.053144073486328125e+01,5.946856307983398438e+01
2.661999893188476562e+01,9.053067779541015625e+01,5.946932220458984375e+01
2.662999916076660156e+01,9.052992248535156250e+01,5.947008132934570312e+01
2.663999938964843750e+01,9.052915954589843750e+01,5.947083663940429688e+01
2.664999961853027344e+01,9.052840423583984375e+01,5.947159576416015625e+01
2.665999984741210938e+01,9.052764892578125000e+01,5.947235107421875000e+01
2.667000007629394531e+01,9.052688598632812500e+01,5.947311401367187500e+01
2.668000030517578125e+01,9.052613067626953125e+01,5.947386932373046875e+01
2.668999862670898438e+01,9.052537536621093750e+01,5.947462844848632812e+01
2.669999885559082031e+01,9.052462005615234375e+01,5.947538375854492188e+01
2.670999908447265625e+01,9.052385711669921875e+01,5.947614288330078125e+01
2.671999931335449219e+01,9.052310943603515625e+01,5.947689819335937500e+01
2.672999954223632812e+01,9.052234649658203125e+01,5.947765350341796875e+01
2.673999977111816406e+01,9.052158355712890625e+01,5.947841262817382812e+01
2.675000000000000000e+01,9.052083587646484375e+01,5.947916793823242188e+01
2.676000022888183594e+01,9.052007293701171875e+01,5.947992324829101562e+01
2.676999855041503906e+01,9.051931762695312500e+01,5.948068618774414062e+01
2.677999877929687500e+01,9.051856231689453125e+01,5.948144149780273438e+01
2.678999900817871094e+01,9.051780700683593750e+01,5.948219680786132812e+01
2.679999923706054688e+01,9.051704406738281250e+01,5.948295211791992188e+01
2.680999946594238281e+01,9.051629638671875000e+01,5.948370742797851562e+01
2.681999969482421875e+01,9.051553344726562500e+01,5.948446655273437500e+01
2.682999992370605469e+01,9.051478576660156250e+01,5.948521804809570312e+01
2.684000015258789062e+01,9.051402282714843750e+01,5.948597717285156250e+01
2.684999847412109375e+01,9.051326751708984375e+01,5.948673248291015625e+01
2.685999870300292969e+01,9.051251220703125000e+01,5.948748779296875000e+01
2.686999893188476562e+01,9.051174926757812500e+01,5.948824310302734375e+01
2.687999916076660156e+01,9.051100158691406250e+01,5.948899841308593750e+01
2.688999938964843750e+01,9.051024627685546875e+01,5.948975372314453125e+01
2.689999961853027344e+01,9.050949096679687500e+01,5.949050903320312500e+01
2.690999984741210938e+01,9.050873565673828125e+01,5.949126815795898438e+01
2.692000007629394531e+01,9.050798034667968750e+01,5.949202346801757812e+01
2.693000030517578125e+01,9.050722503662109375e+01,5.949277114868164062e+01
2.693999862670898438e+01,9.050646972656250000e+01,5.949352645874023438e+01
2.694999885559082031e+01,9.050571441650390625e+01,5.949428558349609375e+01
2.695999908447265625e+01,9.050496673583984375e+01,5.949504089355468750e+01
2.696999931335449219e+01,9.050420379638671875e+01,5.949579620361328125e+01
2.697999954223632812e+01,9.050345611572265625e+01,5.949654388427734375e+01
2.698999977111816406e+01,9.050270080566406250e+01,5.949730300903320312e+01
2.700000000000000000e+01,9.050194549560546875e+01,5.949805831909179688e+01
2.701000022888183594e+01,9.050119018554687500e+01,5.949880599975585938e+01
2.701999855041503906e+01,9.050043487548828125e+01,5.949956512451171875e+01
2.702999877929687500e+01,9.049967956542968750e+01,5.950032043457031250e+01
2.703999900817871094e+01,9.049893188476562500e+01,5.950106811523437500e+01
2.704999923706054688e+01,9.049817657470703125e+01,5.950182342529296875e+01
2.705999946594238281e+01,9.049742126464843750e+01,5.950258255004882812e+01
2.706999969482421875e+01,9.049666595458984375e+01,5.950333023071289062e+01
2.707999992370605469e+01,9.049591827392578125e+01,5.950408172607421875e+01
2.709000015258789062e+01,9.049515533447265625e+01,5.950483703613281250e+01
2.709999847412109375e+01,9.049440765380859375e+01,5.950558853149414062e+01
2.710999870300292969e+01,9.049365234375000000e+01,5.950634384155273438e+01
2.711999893188476562e+01,9.049290466308593750e+01,5.950709533691406250e+01
2.712999916076660156e+01,9.049215698242187500e+01,5.950785064697265625e+01
2.713999938964843750e+01,9.049140167236328125e+01,5.950860214233398438e+01
2.714999961853027344e+01,9.049063873291015625e+01,5.950935363769531250e+01
2.715999984741210938e+01,9.048989105224609375e+01,5.951010894775390625e+01
2.717000007629394531e+01,9.048914337158203125e+01,5.951086044311523438e+01
2.718000030517578125e+01,9.048838806152343750e+01,5.951161193847656250e+01
2.718999862670898438e+01,9.048764038085937500e+01,5.951236343383789062e+01
2.719999885559082031e+01,9.048688507080078125e+01,5.951311111450195312e+01
2.720999908447265625e+01,9.048613739013671875e+01,5.951386260986328125e+01
2.721999931335449219e+01,9.048537445068359375e+01,5.951461791992187500e+01
2.722999954223632812e+01,9.048462677001953125e+01,5.951536941528320312e+01
2.723999977111816406e+01,9.048387145996093750e+01,5.951612091064453125e+01
2.725000000000000000e+01,9.048312377929687500e+01,5.951687240600585938e+01
2.726000022888183594e+01,9.048236846923828125e+01,5.951762390136718750e+01
2.726999855041503906e+01,9.048162078857421875e+01,5.951837539672851562e+01
2.727999877929687500e+01,9.048087310791015625e+01,5.951912689208984375e+01
2.728999900817871094e+01,9.048011779785156250e+01,5.951987838745117188e+01
2.729999923706054688e+01,9.047937011718750000e+01,5.952062606811523438e+01
2.730999946594238281e+01,9.047861480712890625e+01,5.952137756347656250e+01
2.731999969482421875e+01,9.047786712646484375e+01,5.952212905883789062e+01
2.732999992370605469e+01,9.047711181640625000e+01,5.952288055419921875e+01
2.734000015258789062e+01,9.047637176513671875e+01,5.952363204956054688e+01
2.734999847412109375e+01,9.047562408447265625e+01,5.952438354492187500e+01
2.735999870300292969e+01,9.047486877441406250e+01,5.952512741088867188e+01
2.736999893188476562e+01,9.047412109375000000e+01,5.952587890625000000e+01
2.737999916076660156e+01,9.047336578369140625e+01,5.952663040161132812e+01
2.738999938964843750e+01,9.047261810302734375e+01,5.952738189697265625e+01
2.739999961853027344e+01,9.047187042236328125e+01,5.952813339233398438e+01
2.740999984741210938e+01,9.047112274169921875e+01,5.952888107299804688e+01
2.742000007629394531e+01,9.047037506103515625e+01,5.952963256835937500e+01
2.743000030517578125e+01,9.046961975097656250e+01,5.953037643432617188e+01
2.743999862670898438e+01,9.046887207031250000e+01,5.953112792968750000e+01
2.744999885559082031e+01,9.046812438964843750e+01,5.953187942504882812e+01
2.745999908447265625e+01,9.046736907958984375e+01,5.953262710571289062e+01
2.746999931335449219e+01,9.046662139892578125e+01,5.953337860107421875e+01
2.747999954223632812e+01,9.046587371826171875e+01,5.953412246704101562e+01
2.748999977111816406e+01,9.046512603759765625e+01,5.953487396240234375e+01
2.750000000000000000e+01,9.046437072753906250e+01,5.953562164306640625e+01
2.751000022888183594e+01,9.046363067626953125e+01,5.953637313842773438e+01
2.751999855041503906e+01,9.046288299560546875e+01,5.953711700439453125e+01
2.752999877929687500e+01,9.046212768554687500e+01,5.953786849975585938e+01
2.753999900817871094e+01,9.046138000488281250e+01,5.953861618041992188e+01
2.754999923706054688e+01,9.046063995361328125e+01,5.953936386108398438e+01
2.755999946594238281e+01,9.045988464355468750e+01,5.954011535644531250e+01
2.756999969482421875e+01,9.045914459228515625e+01,5.954085922241210938e+01
2.757999992370605469e+01,9.045838928222656250e+01,5.954160690307617188e+01
2.759000015258789062e+01,9.045764160156250000e+01,5.954235839843750000e+01
2.759999847412109375e+01,9.045690155029296875e+01,5.954310607910156250e+01
2.760999870300292969e+01,9.045614624023437500e+01,5.954384994506835938e+01
2.761999893188476562e+01,9.045540618896484375e+01,5.954459762573242188e+01
2.762999916076660156e+01,9.045465850830078125e+01,5.954534530639648438e+01
2.763999938964843750e+01,9.045390319824218750e+01,5.954608917236328125e+01
2.764999961853027344e+01,9.045316314697265625e+01,5.954683685302734375e+01
2.765999984741210938e+01,9.045241546630859375e+01,5.954758834838867188e+01
2.767000007629394531e+01,9.045166778564453125e+01,5.954833221435546875e+01
2.768000030517578125e+01,9.045092010498046875e+01,5.954907989501953125e+01
2.768999862670898438e+01,9.045018005371093750e+01,5.954982376098632812e+01
2.769999885559082031e+01,9.044942474365234375e+01,5.955057525634765625e+01
2.770999908447265625e+01,9.044868469238281250e+01,5.955131530761718750e+01
2.771999931335449219e+01,9.044792938232421875e+01,5.955206680297851562e+01
2.772999954223632812e+01,9.044718933105468750e+01,5.955281066894531250e+01
2.773999977111816406e+01,9.044644165039062500e+01,5.955355453491210938e+01
2.775000000000000000e+01,9.044569396972656250e+01,5.955430221557617188e+01
2.776000022888183594e+01,9.044494628906250000e+01,5.955504989624023438e+01
2.776999855041503906e+01,9.044420623779296875e+01,5.955579757690429688e+01
2.777999877929687500e+01,9.044345855712890625e+01,5.955654144287109375e+01
2.778999900817871094e+01,9.044271087646484375e+01,5.955728530883789062e+01
2.779999923706054688e+01,9.044197082519531250e+01,5.955802917480468750e+01
2.780999946594238281e+01,9.044122314453125000e+01,5.955877685546875000e+01
2.781999969482421875e+01,9.044047546386718750e+01,5.955952453613281250e+01
2.782999992370605469e+01,9.043973541259765625e+01,5.956026458740234375e+01
2.784000015258789062e+01,9.043899536132812500e+01,5.956101226806640625e+01
2.784999847412109375e+01,9.043824005126953125e+01,5.956175994873046875e+01
2.785999870300292969e+01,9.043750000000000000e+01,5.956250000000000000e+01
2.786999893188476562e+01,9.043675994873046875e+01,5.956324768066406250e+01
2.787999916076660156e+01,9.043600463867187500e+01,5.956399154663085938e+01
2.788999938964843750e+01,9.043526458740234375e+01,5.956473541259765625e+01
2.789999961853027344e+01,9.043452453613281250e+01,5.956547927856445312e+01
2.790999984741210938e+01,9.043377685546875000e+01,5.956621932983398438e+01
2.792000007629394531e+01,9.043303680419921875e+01,5.956696701049804688e+01
2.793000030517578125e+01,9.043228912353515625e+01,5.956771469116210938e+01
2.793999862670898438e+01,9.043154144287109375e+01,5.956845474243164062e+01
2.794999885559082031e+01,9.043080139160156250e+01,5.956919860839843750e+01
2.795999908447265625e+01,9.043006134033203125e+01,5.956994628906250000e+01
2.796999931335449219e+01,9.042930603027343750e+01,5.957068634033203125e+01
2.797999954223632812e+01,9.042856597900390625e+01,5.957143020629882812e+01
2.798999977111816406e+01,9.042782592773437500e+01,5.957217407226562500e+01
2.800000000000000000e+01,9.042708587646484375e+01,5.957291793823242188e+01
2.801000022888183594e+01,9.042633819580078125e+01,5.957365798950195312e+01
2.801999855041503906e+01,9.042559814453125000e+01,5.957440185546875000e+01
2.802999877929687500e+01,9.042485809326171875e+01,5.957514190673828125e+01
2.803999900817871094e+01,9.042411804199218750e+01,5.957588958740234375e+01
2.804999923706054688e+01,9.042336273193359375e+01,5.957663345336914062e+01
2.805999946594238281e+01,9.042263031005859375e+01,5.957737350463867188e+01
2.806999969482421875e+01,9.042188262939453125e+01,5.957811737060546875e+01
2.807999992370605469e+01,9.042113494873046875e+01,5.957885742187500000e+01
2.809000015258789062e+01,9.042039489746093750e+01,5.957960128784179688e+01
2.809999847412109375e+01,9.041965484619140625e+01,5.958034133911132812e+01
2.810999870300292969e+01,9.041891479492187500e+01,5.958108520507812500e+01
2.811999893188476562e+01,9.041816711425781250e+01,5.958182525634765625e+01
2.812999916076660156e+01,9.041742706298828125e+01,5.958256912231445312e+01
2.813999938964843750e+01,9.041669464111328125e+01,5.958330917358398438e+01
2.814999961853027344e+01,9.041595458984375000e+01,5.958405303955078125e+01
2.815999984741210938e+01,9.041520690917968750e+01,5.958479309082031250e+01
2.817000007629394531e+01,9.041446685791015625e+01,5.958553695678710938e+01
2.818000030517578125e+01,9.041372680664062500e+01,5.958627319335937500e+01
2.818999862670898438e+01,9.041298675537109375e+01,5.958701705932617188e+01
2.819999885559082031e+01,9.041223907470703125e+01,5.958775711059570312e+01
2.820999908447265625e+01,9.041149902343750000e+01,5.958850097656250000e+01
2.821999931335449219e+01,9.041075897216796875e+01,5.958924102783203125e+01
2.822999954223632812e+01,9.041001129150390625e+01,5.958998489379882812e+01
2.823999977111816406e+01,9.040927124023437500e+01,5.959072113037109375e+01
2.825000000000000000e+01,9.040853881835937500e+01,5.959146499633789062e+01
2.826000022888183594e+01,9.040779876708984375e+01,5.959220123291015625e+01
2.826999855041503906e+01,9.040705871582031250e+01,5.959294509887695312e+01
2.827999877929687500e+01,9.040631103515625000e+01,5.959368515014648438e+01
2.828999900817871094e+01,9.040557098388671875e+01,5.959442520141601562e+01
2.829999923706054688e+01,9.040483856201171875e+01,5.959516143798828125e+01
2.830999946594238281e+01,9.040409851074218750e+01,5.959590530395507812e+01
2.831999969482421875e+01,9.040335083007812500e+01,5.959664535522460938e+01
2.832999992370605469e+01,9.040261077880859375e+01,5.959738159179687500e+01
2.834000015258789062e+01,9.040187835693359375e+01,5.959812164306640625e+01
2.834999847412109375e+01,9.040113830566406250e+01,5.959886169433593750e+01
2.835999870300292969e+01,9.040039825439453125e+01,5.959960556030273438e+01
2.836999893188476562e+01,9.039965820312500000e+01,5.960034179687500000e+01
2.837999916076660156e+01,9.039891815185546875e+01,5.960108184814453125e+01
2.838999938964843750e+01,9.039817810058593750e+01,5.960181808471679688e+01
2.839999961853027344e+01,9.039744567871093750e+01,5.960256195068359375e+01
2.840999984741210938e+01,9.039670562744140625e+01,5.960329818725585938e+01
2.842000007629394531e+01,9.039595794677734375e+01,5.960403442382812500e+01
2.843000030517578125e+01,9.039522552490234375e+01,5.960477447509765625e+01
2.843999862670898438e+01,9.039448547363281250e+01,5.960551452636718750e+01
2.844999885559082031e+01,9.039375305175781250e+01,5.960625076293945312e+01
2.845999908447265625e+01,9.039301300048828125e+01,5.960699081420898438e+01
2.846999931335449219e+01,9.039226531982421875e+01,5.960772705078125000e+01
2.847999954223632812e+01,9.039153289794921875e+01,5.960846710205078125e+01
2.848999977111816406e+01,9.039079284667968750e+01,5.960920715332031250e+01
2.850000000000000000e+01,9.039006042480468750e+01,5.960993957519531250e+01
2.851000022888183594e+01,9.038932037353515625e+01,5.961068344116210938e+01
2.851999855041503906e+01,9.038858032226562500e+01,5.961141967773437500e+01
2.852999877929687500e+01,9.038784027099609375e+01,5.961215972900390625e+01
2.853999900817871094e+01,9.038710784912109375e+01,5.961289215087890625e+01
2.854999923706054688e+01,9.038636779785156250e+01,5.961363220214843750e+01
2.855999946594238281e+01,9.038563537597656250e+01,5.961436462402343750e+01
2.856999969482421875e+01,9.038489532470703125e+01,5.961510467529296875e+01
2.857999992370605469e+01,9.038415527343750000e+01,5.961584091186523438e+01
2.859000015258789062e+01,9.038341522216796875e+01,5.961658096313476562e+01
2.859999847412109375e+01,9.038268280029296875e+01,5.961731719970703125e+01
2.860999870300292969e+01,9.038195037841796875e+01,5.961804962158203125e+01
2.861999893188476562e+01,9.038121032714843750e+01,5.961879348754882812e+01
2.862999916076660156e+01,9.038047790527343750e+01,5.961952590942382812e+01
2.863999938964843750e+01,9.037973022460937500e+01,5.962026214599609375e+01
2.864999961853027344e+01,9.037899780273437500e+01,5.962100219726562500e+01
2.865999984741210938e+01,9.037826538085937500e+01,5.962173461914062500e+01
2.867000007629394531e+01,9.037753295898437500e+01,5.962247085571289062e+01
2.868000030517578125e+01,9.037679290771484375e+01,5.962320709228515625e+01
2.868999862670898438e+01,9.037606048583984375e+01,5.962394332885742188e+01
2.869999885559082031e+01,9.037532806396484375e+01,5.962467956542968750e+01
2.870999908447265625e+01,9.037458038330078125e+01,5.962541580200195312e+01
2.871999931335449219e+01,9.037384796142578125e+01,5.962615203857421875e+01
2.872999954223632812e+01,9.037311553955078125e+01,5.962688446044921875e+01
2.873999977111816406e+01,9.037238311767578125e+01,5.962762069702148438e+01
2.875000000000000000e+01,9.037164306640625000e+01,5.962835693359375000e+01
2.876000022888183594e+01,9.037091064453125000e+01,5.962909317016601562e+01
2.876999855041503906e+01,9.037017822265625000e+01,5.962982559204101562e+01
2.877999877929687500e+01,9.036944580078125000e+01,5.963056182861328125e+01
2.878999900817871094e+01,9.036869812011718750e+01,5.963129425048828125e+01
2.879999923706054688e+01,9.036796569824218750e+01,5.963203430175781250e+01
2.880999946594238281e+01,9.036723327636718750e+01,5.963276672363281250e+01
2.881999969482421875e+01,9.036650085449218750e+01,5.963349914550781250e+01
2.882999992370605469e+01,9.036576843261718750e+01,5.963423156738281250e+01
2.884000015258789062e+01,9.036503601074218750e+01,5.963497161865234375e+01
2.884999847412109375e+01,9.036430358886718750e+01,5.963570404052734375e+01
2.885999870300292969e+01,9.036357116699218750e+01,5.963643646240234375e+01
2.886999893188476562e+01,9.036282348632812500e+01,5.963716888427734375e+01
2.887999916076660156e+01,9.036209106445312500e+01,5.963790893554687500e+01
2.888999938964843750e+01,9.036135864257812500e+01,5.963864135742187500e+01
2.889999961853027344e+01,9.036062622070312500e+01,5.963937377929687500e+01
2.890999984741210938e+01,9.035989379882812500e+01,5.964010620117187500e+01
2.892000007629394531e+01,9.035916137695312500e+01,5.964083862304687500e+01
2.893000030517578125e+01,9.035842895507812500e+01,5.964157104492187500e+01
2.893999862670898438e+01,9.035769653320312500e+01,5.964230728149414062e+01
2.894999885559082031e+01,9.035696411132812500e+01,5.964303970336914062e+01
2.895999908447265625e+01,9.035622406005859375e+01,5.964377212524414062e+01
2.896999931335449219e+01,9.035549163818359375e+01,5.964450454711914062e+01
2.897999954223632812e+01,9.035475921630859375e+01,5.964523696899414062e+01
2.898999977111816406e+01,9.035402679443359375e+01,5.964597320556640625e+01
2.900000000000000000e+01,9.035329437255859375e+01,5.964670562744140625e+01
2.901000022888183594e+01,9.035256195068359375e+01,5.964743804931640625e+01
2.901999855041503906e+01,9.035182952880859375e+01,5.964817047119140625e+01
2.902999877929687500e+01,9.035109710693359375e+01,5.964889907836914062e+01
2.903999900817871094e+01,9.035037231445312500e+01,5.964963150024414062e+01
2.904999923706054688e+01,9.034963989257812500e+01,5.965036773681640625e+01
2.905999946594238281e+01,9.034890747070312500e+01,5.965109634399414062e+01
2.906999969482421875e+01,9.034817504882812500e+01,5.965182876586914062e+01
2.907999992370605469e+01,9.034744262695312500e+01,5.965256118774414062e+01
2.909000015258789062e+01,9.034670257568359375e+01,5.965329360961914062e+01
2.909999847412109375e+01,9.034597015380859375e+01,5.965402221679687500e+01
2.910999870300292969e+01,9.034523773193359375e+01,5.965475463867187500e+01
2.911999893188476562e+01,9.034451293945312500e+01,5.965548324584960938e+01
2.912999916076660156e+01,9.034378051757812500e+01,5.965621948242187500e+01
2.913999938964843750e+01,9.034304809570312500e+01,5.965695190429687500e+01
2.914999961853027344e+01,9.034231567382812500e+01,5.965768051147460938e+01
2.915999984741210938e+01,9.034159088134765625e+01,5.965840911865234375e+01
2.917000007629394531e+01,9.034085845947265625e+01,5.965914154052734375e+01
2.917999839782714844e+01,9.034012603759765625e+01,5.965987396240234375e+01
2.918999862670898438e+01,9.033939361572265625e+01,5.966060256958007812e+01
2.919999885559082031e+01,9.033866882324218750e+01,5.966133117675781250e+01
2.920999908447265625e+01,9.033793640136718750e+01,5.966206359863281250e+01
2.921999931335449219e+01,9.033720397949218750e+01,5.966279220581054688e+01
2.922999954223632812e+01,9.033647918701171875e+01,5.966352081298828125e+01
2.923999977111816406e+01,9.033574676513671875e+01,5.966425704956054688e+01
2.925000000000000000e+01,9.033501434326171875e+01,5.966498565673828125e+01
2.926000022888183594e+01,9.033428955078125000e+01,5.966571807861328125e+01
2.926999855041503906e+01,9.033355712890625000e+01,5.966644668579101562e+01
2.927999877929687500e+01,9.033283233642578125e+01,5.966717529296875000e+01
2.928999900817871094e+01,9.033209991455078125e+01,5.966790390014648438e+01
2.929999923706054688e+01,9.033135986328125000e+01,5.966863632202148438e+01
2.930999946594238281e+01,9.033064270019531250e+01,5.966936492919921875e+01
2.931999969482421875e+01,9.032990264892578125e+01,5.967009353637695312e+01
2.932999992370605469e+01,9.032918548583984375e+01,5.967082214355468750e+01
2.934000015258789062e+01,9.032844543457031250e+01,5.967155075073242188e+01
2.934999847412109375e+01,9.032771301269531250e+01,5.967227935791015625e+01
2.935999870300292969e+01,9.032698822021484375e+01,5.967300796508789062e+01
2.936999893188476562e+01,9.032627105712890625e+01,5.967373657226562500e+01
2.937999916076660156e+01,9.032553100585937500e+01,5.967446517944335938e+01
2.938999938964843750e+01,9.032479858398437500e+01,5.967519378662109375e+01
2.939999961853027344e+01,9.032407379150390625e+01,5.967592239379882812e+01
2.940999984741210938e+01,9.032334899902343750e+01,5.967665100097656250e+01
2.942000007629394531e+01,9.032261657714843750e+01,5.967737960815429688e+01
2.942999839782714844e+01,9.032189178466796875e+01,5.967810821533203125e+01
2.943999862670898438e+01,9.032115936279296875e+01,5.967883682250976562e+01
2.944999885559082031e+01,9.032043457031250000e+01,5.967956161499023438e+01
2.945999908447265625e+01,9.031970214843750000e+01,5.968029022216796875e+01
2.946999931335449219e+01,9.031897735595703125e+01,5.968101882934570312e+01
2.947999954223632812e+01,9.031826019287109375e+01,5.968174743652343750e+01
2.948999977111816406e+01,9.031752014160156250e+01,5.968247604370117188e+01
2.950000000000000000e+01,9.031680297851562500e+01,5.968320083618164062e+01
2.951000022888183594e+01,9.031607818603515625e+01,5.968392944335937500e+01
2.951999855041503906e+01,9.031533813476562500e+01,5.968465805053710938e+01
2.952999877929687500e+01,9.031462097167968750e+01,5.968538284301757812e+01
2.953999900817871094e+01,9.031389617919921875e+01,5.968611145019531250e+01
2.954999923706054688e+01,9.031316375732421875e+01,5.968684005737304688e+01
2.955999946594238281e+01,9.031243896484375000e+01,5.968756484985351562e+01
2.956999969482421875e+01,9.031171417236328125e+01,5.968829345703125000e+01
2.957999992370605469e+01,9.031098175048828125e+01,5.968901824951171875e+01
2.959000015258789062e+01,9.031025695800781250e+01,5.968974685668945312e+01
2.959999847412109375e+01,9.030953216552734375e+01,5.969046783447265625e+01
2.960999870300292969e+01,9.030880737304687500e+01,5.969119644165039062e+01
2.961999893188476562e+01,9.030807495117187500e+01,5.969192123413085938e+01
2.962999916076660156e+01,9.030735015869140625e+01,5.969264984130859375e+01
2.963999938964843750e+01,9.030662536621093750e+01,5.969337463378906250e+01
2.964999961853027344e+01,9.030590057373046875e+01,5.969409942626953125e+01
2.965999984741210938e+01,9.030517578125000000e+01,5.969482421875000000e+01
2.967000007629394531e+01,9.030445098876953125e+01,5.969555282592773438e+01
2.967999839782714844e+01,9.030371856689453125e+01,5.969627761840820312e+01
2.968999862670898438e+01,9.030299377441406250e+01,5.969700622558593750e+01
2.969999885559082031e+01,9.030226898193359375e+01,5.969773101806640625e+01
2.970999908447265625e+01,9.030154418945312500e+01,5.969845199584960938e+01
2.971999931335449219e+01,9.030081939697265625e+01,5.969917678833007812e+01
2.972999954223632812e+01,9.030009460449218750e+01,5.969990158081054688e+01
2.973999977111816406e+01,9.029937744140625000e+01,5.970063018798828125e+01
2.975000000000000000e+01,9.029865264892578125e+01,5.970135498046875000e+01
2.976000022888183594e+01,9.029792785644531250e+01,5.970207977294921875e+01
2.976999855041503906e+01,9.029719543457031250e+01,5.970280456542968750e+01
2.977999877929687500e+01,9.029647827148437500e+01,5.970352554321289062e+01
2.978999900817871094e+01,9.029574584960937500e+01,5.970425033569335938e+01
2.979999923706054688e+01,9.029502105712890625e+01,5.970497512817382812e+01
2.980999946594238281e+01,9.029429626464843750e+01,5.970569992065429688e+01
2.981999969482421875e+01,9.029357147216796875e+01,5.970642471313476562e+01
2.982999992370605469e+01,9.029284667968750000e+01,5.970714950561523438e+01
2.984000015258789062e+01,9.029212951660156250e+01,5.970787429809570312e+01
2.984999847412109375e+01,9.029139709472656250e+01,5.970859527587890625e+01
2.985999870300292969e+01,9.029067993164062500e+01,5.970932006835937500e+01
2.986999893188476562e+01,9.028996276855468750e+01,5.971004486083984375e+01
2.987999916076660156e+01,9.028923797607421875e+01,5.971076583862304688e+01
2.988999938964843750e+01,9.028851318359375000e+01,5.971149063110351562e+01
2.989999961853027344e+01,9.028778839111328125e+01,5.971221160888671875e+01
2.990999984741210938e+01,9.028706359863281250e+01,5.971293640136718750e+01
2.992000007629394531e+01,9.028633880615234375e+01,5.971366119384765625e+01
2.992999839782714844e+01,9.028561401367187500e+01,5.971438217163085938e+01
2.993999862670898438e+01,9.028488922119140625e+01,5.971510696411132812e+01
2.994999885559082031e+01,9.028417205810546875e+01,5.971582794189453125e+01
2.995999908447265625e+01,9.028344726562500000e+01,5.971654891967773438e+01
2.996999931335449219e+01,9.028273010253906250e+01,5.971727371215820312e+01
2.997999954223632812e+01,9.028200531005859375e+01,5.971799850463867188e+01
2.998999977111816406e+01,9.028128051757812500e+01,5.971871948242187500e+01
3.000000000000000000e+01,9.028056335449218750e+01,5.971944046020507812e+01
3.001000022888183594e+01,9.027983856201171875e+01,5.972016143798828125e+01
3.001999855041503906e+01,9.027911376953125000e+01,5.972088623046875000e+01
3.002999877929687500e+01,9.027838897705078125e+01,5.972161102294921875e+01
3.003999900817871094e+01,9.027767181396484375e+01,5.972232818603515625e+01
3.004999923706054688e+01,9.027694702148437500e+01,5.972304916381835938e+01
3.005999946594238281e+01,9.027622985839843750e+01,5.972377395629882812e+01
3.006999969482421875e+01,9.027550506591796875e+01,5.972449493408203125e+01
3.007999992370605469e+01,9.027478790283203125e+01,5.972521209716796875e+01
3.009000015258789062e+01,9.027406311035156250e+01,5.972593688964843750e+01
3.009999847412109375e+01,9.027333831787109375e+01,5.972666168212890625e+01
3.010999870300292969e+01,9.027262115478515625e+01,5.972737503051757812e+01
3.011999893188476562e+01,9.027189636230468750e+01,5.972809982299804688e+01
3.012999916076660156e+01,9.027117156982421875e+01,5.972882080078125000e+01
3.013999938964843750e+01,9.027046203613281250e+01,5.972954177856445312e+01
3.014999961853027344e+01,9.026973724365234375e+01,5.973026275634765625e+01
3.015999984741210938e+01,9.026901245117187500e+01,5.973098373413085938e+01
3.017000007629394531e+01,9.026829528808593750e+01,5.973170471191406250e+01
3.017999839782714844e+01,9.026757812500000000e+01,5.973242187500000000e+01
3.018999862670898438e+01,9.026685333251953125e+01,5.973314285278320312e+01
